,scenario,t,d,lon_velocity
22,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,5.867724355726684
23,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,5.864472254437086
24,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,5.865100524520586
25,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.290858923940616
26,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,5.869319239058465
27,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,5.866778540033896
28,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.289824584219505
29,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,5.86598160584719
30,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,5.861469900638213
31,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.006029728374031314,5.860999210624806
32,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.005416771751802178,5.86395600759203
33,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.291758643552784
34,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.004347821396669446,5.87195630159074
35,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.292761479818216
36,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0035027066308408674,5.866924705528651
37,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.003157958357667129,5.860664742423888
38,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.002862621764880831,5.858626554576879
39,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.002615684492798174,5.86022109819075
40,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.286805547703166
41,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0022531085206890095,5.865973666745024
42,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0021234619158220767,5.864034948215759
43,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0020210201917196273,5.865722800128866
44,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.292398060746826
45,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0018836985979216597,5.871645704188343
46,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0018379579131224465,5.86978077386477
47,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.293404165410164
48,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.001775779731643886,5.87003633105145
49,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0017525882026294662,5.865926485417268
50,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0017323589882545826,5.865752793065805
51,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.290827305771637
52,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0017000223727971205,5.868702205023046
53,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0016839547240213675,5.865658858806068
54,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0016671956312981873,5.866398340380001
55,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.292249359296351
56,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0016343171228501135,5.870787589176619
57,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0016157680335490974,5.868307840388002
58,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.291404290491597
59,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0015749241162653297,5.867584850348613
60,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0015514584380742877,5.863081686682754
61,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0015265057857689395,5.862567780312869
62,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0015016087128660834,5.86546601809622
63,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.2931634913667045
64,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.001455290749448558,5.8732851965596184
65,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.29403700118102
66,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.290090832849866
67,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.277544312700189
68,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.25763427541582
69,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.231417545786517
70,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.199802466103857
71,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.163571959839322
72,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.123392102212122
73,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.079819270456547
74,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.033352163606611
75,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,3.984418676810116
76,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,3.9333694279765457
77,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,3.880494494469092
78,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,3.8260700916112302
79,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,3.770319342326885
80,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,3.7134353581437214
81,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,3.655586550047368
82,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,3.5969070023642606
83,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,3.5375082398274387
84,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,3.477500310211603
85,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,3.416984433901323
86,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,3.356024682430376
87,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,3.294674606280191
88,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,3.2329913487622033
89,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,4.749152211585158
90,ZAM_Tjunction-1_518_T-1,2.1999999999999997,0.0,4.703554221354744
91,ZAM_Tjunction-1_518_T-1,2.1999999999999997,0.0,4.671475956788504
92,ZAM_Tjunction-1_518_T-1,2.1999999999999997,0.0,4.648918893283085
93,ZAM_Tjunction-1_518_T-1,1.6999999999999997,6.619843263482656e-05,4.634288812074391
94,ZAM_Tjunction-1_518_T-1,1.6999999999999997,4.8456147677628926e-05,4.62788214625779
95,ZAM_Tjunction-1_518_T-1,1.6999999999999997,3.4401447915543534e-05,4.629607590644621
96,ZAM_Tjunction-1_518_T-1,1.2,2.3981198455084258e-05,4.637646912322067
97,ZAM_Tjunction-1_518_T-1,1.2,1.683287271762667e-05,4.653371934932551
98,ZAM_Tjunction-1_518_T-1,1.2,1.2538529859114962e-05,4.677129719282458
99,ZAM_Tjunction-1_518_T-1,1.2,1.0413731166089942e-05,4.706220230944476
100,ZAM_Tjunction-1_518_T-1,1.2,9.7115007216934e-06,4.74017360660478
101,ZAM_Tjunction-1_518_T-1,1.2,1.0011391692670001e-05,4.7862761384649
102,ZAM_Tjunction-1_518_T-1,1.6999999999999997,0.0,4.834105205429313
103,ZAM_Tjunction-1_518_T-1,1.6999999999999997,0.0,4.881234512618529
104,ZAM_Tjunction-1_518_T-1,1.6999999999999997,0.0,4.926012239580509
105,ZAM_Tjunction-1_518_T-1,1.6999999999999997,0.0,4.9689673480433
106,ZAM_Tjunction-1_518_T-1,2.1999999999999997,0.0,5.010509648476858
107,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,5.0503219441698
108,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,5.08791910482652
109,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.70642125259993e-06,5.1234455799328575
110,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.650251676548324e-06,5.157199520124598
111,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.611446926502613e-06,5.189436239790715
112,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.584638666017853e-06,5.220374149778645
113,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.566118180011055e-06,5.250200309430961
114,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.553323302770775e-06,5.279074888371074
115,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.544483962186855e-06,5.307134911860769
116,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.538377303991448e-06,5.334497773202927
117,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.534158519347792e-06,5.361263876532322
118,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.531243972094606e-06,5.387519120087129
119,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.529230457206183e-06,5.413337011567152
120,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.52783942050178e-06,5.438780624192594
121,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.526878422833414e-06,5.463903831648047
122,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.526214517621075e-06,5.4887528499949285
123,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.525755858723682e-06,5.5133671883262805
124,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.525438994237235e-06,5.537780667210995
125,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.525220088415626e-06,5.562022252729162
126,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.525068857334886e-06,5.586116791985565
127,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.524964379346983e-06,5.6100855314151055
128,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.524892200731959e-06,5.633946428051294
129,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.524842336137787e-06,5.657715017970892
130,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.524807887184298e-06,5.681404580821545
131,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.52478408812574e-06,5.7050265034680026
132,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.524767646546802e-06,5.728590509098034
133,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.524756287882454e-06,5.752104953489323
134,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,5.775576859061097
135,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,5.799012433562507
136,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,5.822416864018862
137,ZAM_Tjunction-1_518_T-1,2.6999999999999997,0.0,5.845794687402392
138,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.450344223926431e-06,4.291024696048166
139,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.42154624441577e-06,4.308026238635352
140,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.401651161075529e-06,4.313412840351069
141,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.387906643305847e-06,4.308857427282065
142,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.378411243588724e-06,5.873916984361132
143,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.371851346959478e-06,5.859901265292454
144,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.367319442556468e-06,5.85124873164775
145,ZAM_Tjunction-1_518_T-1,2.6999999999999997,9.364188576526282e-06,5.847186869308661
146,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.476675
147,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.478368506100097
148,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.483179339335354
149,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.490750902756883
150,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.500659323673073
151,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.51225804000594
152,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.52537416410352
153,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.54009742258797
154,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.55615367989545
155,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.573418221925667
156,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.591540174713078
157,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.609812209519127
158,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.629047103266217
159,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.649046262084575
160,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.66975945961984
161,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.690401746750396
162,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.711294921066475
163,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.732794465272335
164,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.7546451064833
165,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.776549667353578
166,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.79845017273285
167,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.820749468307568
168,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0009165683744266827,17.265256590175145
169,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.000794733299958903,17.281269569180687
170,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0006838824172442254,17.286000828155288
171,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0005858102456964787,17.28088462737928
172,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.845380441188848
173,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.830958875504205
174,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.82189739040412
175,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.817508185323472
176,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.81711631383338
177,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.82007101646289
178,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.826003559981466
179,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.834387857026243
180,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.00016592283534057808,17.26681115555609
181,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.00014807779520295192,17.272849302507446
182,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.846963328737527
183,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.84070205088468
184,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.838678270177528
185,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.840307553784562
186,DEU_Lohmar-53_1_T-1,2.6999999999999997,9.653622106439987e-05,17.2669043067551
187,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.84608064480744
188,DEU_Lohmar-53_1_T-1,2.6999999999999997,8.563605228233146e-05,17.266040520813625
189,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.839532467872996
190,DEU_Lohmar-53_1_T-1,2.6999999999999997,7.754770494482713e-05,18.83272345828771
191,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.830255040558466
192,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.831491791906803
193,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.83586884036881
194,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,17.26485698737213
195,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,17.267951425121634
196,DEU_Lohmar-53_1_T-1,2.6999999999999997,6.090106121209144e-05,18.839548331357424
197,DEU_Lohmar-53_1_T-1,2.6999999999999997,5.818930684528698e-05,18.83113868248199
198,DEU_Lohmar-53_1_T-1,2.6999999999999997,5.5518908195814776e-05,18.8272853571025
199,DEU_Lohmar-53_1_T-1,2.6999999999999997,5.2997294242644485e-05,18.827324023207243
200,DEU_Lohmar-53_1_T-1,2.6999999999999997,5.069435345286389e-05,18.830703690501604
201,DEU_Lohmar-53_1_T-1,2.6999999999999997,4.865010614283287e-05,18.83694859229987
202,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,17.267509813786933
203,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,17.27194584058603
204,DEU_Lohmar-53_1_T-1,2.6999999999999997,4.3991115818721705e-05,18.84471029227633
205,DEU_Lohmar-53_1_T-1,2.6999999999999997,4.26758953062875e-05,18.837296594136536
206,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.834282814503585
207,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.835048196312602
208,DEU_Lohmar-53_1_T-1,2.6999999999999997,3.9184993305872555e-05,17.260925467586315
209,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.839487627266713
210,DEU_Lohmar-53_1_T-1,2.6999999999999997,3.689913132369038e-05,18.837030414040036
211,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.83827074695666
212,DEU_Lohmar-53_1_T-1,2.6999999999999997,3.457699048688921e-05,17.264551307256486
213,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.843457976117275
214,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.84129509171029
215,DEU_Lohmar-53_1_T-1,2.6999999999999997,3.1084682947861345e-05,17.264663141185643
216,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.84107624169372
217,DEU_Lohmar-53_1_T-1,2.6999999999999997,2.8687476607325517e-05,18.836777827806525
218,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.836442551049128
219,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.839503526102998
220,DEU_Lohmar-53_1_T-1,2.6999999999999997,2.516855253424981e-05,17.267341611941045
221,DEU_Lohmar-53_1_T-1,2.6999999999999997,2.401091889371442e-05,17.269455794290664
222,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.84022422946536
223,DEU_Lohmar-53_1_T-1,2.6999999999999997,2.1842744419461514e-05,18.831095064538733
224,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.82662521513907
225,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.826143586442363
226,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.829075743365486
227,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.834929988391185
228,DEU_Lohmar-53_1_T-1,2.6999999999999997,2.0765587675047272e-05,17.265160444632254
229,DEU_Lohmar-53_1_T-1,2.6999999999999997,2.0709970377997097e-05,17.269322867878177
230,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.841844590063477
231,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.83421618109654
232,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.83103092942025
233,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.83164888494831
234,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.83552253471198
235,DEU_Lohmar-53_1_T-1,2.6999999999999997,2.036572380878855e-05,17.264058911974217
236,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.84489527306779
237,DEU_Lohmar-53_1_T-1,2.6999999999999997,2.0234104825878006e-05,17.266257598695393
238,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.840954292769503
239,DEU_Lohmar-53_1_T-1,2.6999999999999997,2.0124609132927437e-05,18.835188175700193
240,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.833597126637393
241,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.835579902691997
242,DEU_Lohmar-53_1_T-1,2.6999999999999997,1.9966832134363672e-05,17.262497510918173
243,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.841950650293548
244,DEU_Lohmar-53_1_T-1,2.6999999999999997,0.0,18.840250191371982
245,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,4.846475
246,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,4.8482058554768175
247,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,4.853025106197742
248,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,4.860587182087711
249,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,4.87046049609479
250,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,4.882359324050625
251,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,4.8959568792063015
252,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,4.911009639736568
253,ZAM_Tjunction-1_259_T-1,2.6999999999999997,-0.00048458013732244137,4.927286532162301
254,ZAM_Tjunction-1_259_T-1,2.6999999999999997,-0.00118918895143357,4.944593107685302
255,ZAM_Tjunction-1_259_T-1,2.6999999999999997,-0.0014858812266048708,4.962763871711328
256,ZAM_Tjunction-1_259_T-1,2.6999999999999997,-0.001478700726890348,4.981664170403129
257,ZAM_Tjunction-1_259_T-1,2.6999999999999997,-0.001255350227165377,5.001185833860972
258,ZAM_Tjunction-1_259_T-1,2.6999999999999997,-0.000887971724754333,5.021236717662031
259,ZAM_Tjunction-1_259_T-1,2.6999999999999997,-0.00043439759401053726,5.041745542446543
260,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.0626480642153275
261,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.083892198044091
262,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.105429485840774
263,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.127217988267265
264,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.149211520424113
265,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.171382772588795
266,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.193696493903464
267,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.216134661445668
268,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.238676284972477
269,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.261307846214016
270,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.284020921050891
271,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.30680428926306
272,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.329654088092677
273,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.352561363815439
274,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.375516262468623
275,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.398512333014173
276,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.421540861949011
277,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.444597199986716
278,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.467677077009906
279,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0019935645937938654,3.91265210093081
280,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0018090870627452274,3.9294358282185344
281,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0016316618009764032,3.9346363344739723
282,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.508050892862009
283,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.501189754270184
284,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.498667139091335
285,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0010635225218849247,3.9217308182257398
286,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.497879779458022
287,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.493353849773043
288,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.492814777025497
289,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.495693209095344
290,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0006261338967139537,3.9233746979294937
291,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.503479713305342
292,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0005104404167454126,3.9242206700172426
293,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.498386789530825
294,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.4921675701931
295,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.490189112759128
296,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.491840344312525
297,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0003255851523292591,3.9184732545203813
298,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.497681375672887
299,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.495776324798368
300,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,5.497490271456998
301,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,3.9241768128819094
302,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.00022230086027411297,5.503432421161754
303,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,3.923443307359463
304,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.00019238694584613615,5.49698571464587
305,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.00017935693231635068,5.490231390416598
306,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.00016770435440716962,5.487793976431123
307,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.00015755378694570538,5.489052187325039
308,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.00014892686766471643,5.493470977741004
309,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,3.9224727035908318
310,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.0,3.925581663631087
311,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.00013092338551320916,5.497201547791108
312,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.00012646396997765362,5.488800164136584
313,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.00012252443464048064,5.484953129694028
314,ZAM_Tjunction-1_259_T-1,2.6999999999999997,0.00011913131230981535,5.48500477048276
