,scenario,init_x,init_y,init_theta,init_velocity,goal_x,goal_y
74,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
75,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
76,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
77,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
78,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
79,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
80,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
81,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
82,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
83,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
84,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
85,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
86,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
87,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
88,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
89,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
90,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
91,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
92,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
93,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
94,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
95,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
96,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
97,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
98,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
99,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
100,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
101,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
102,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
103,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
104,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
105,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
106,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
107,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
108,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
109,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
110,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
111,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
112,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
113,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
114,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
115,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
116,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
117,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
118,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
119,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
120,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
121,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
122,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
123,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
124,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
125,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
126,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
127,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
128,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
129,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
130,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
131,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
132,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
133,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
134,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
135,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
136,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
137,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
138,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
139,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
140,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
141,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
142,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
143,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
144,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
145,ZAM_Tjunction-1_518_T-1,0.0,0.0,0.0917,5.162,18.94779867523033,96.84294945959728
146,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
147,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
148,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
149,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
150,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
151,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
152,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
153,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
154,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
155,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
156,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
157,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
158,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
159,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
160,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
161,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
162,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
163,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
164,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
165,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
166,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
167,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
168,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
169,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
170,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
171,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
172,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
173,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
174,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
175,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
176,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
177,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
178,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
179,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
180,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
181,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
182,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
183,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
184,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
185,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
186,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
187,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
188,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
189,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
190,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
191,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
192,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
193,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
194,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
195,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
196,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
197,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
198,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
199,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
200,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
201,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
202,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
203,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
204,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
205,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
206,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
207,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
208,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
209,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
210,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
211,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
212,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
213,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
214,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
215,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
216,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
217,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
218,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
219,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
220,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
221,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
222,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
223,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
224,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
225,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
226,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
227,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
228,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
229,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
230,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
231,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
232,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
233,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
234,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
235,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
236,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
237,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
238,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
239,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
240,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
241,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
242,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
243,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
244,DEU_Lohmar-53_1_T-1,0.0,0.0,1.6044,18.0548,58.976296198657266,59.50233189394792
245,ZAM_Tjunction-1_259_T-1,0.0,0.0,0.1326,4.4246,52.81986802578697,4.704608658549524
246,ZAM_Tjunction-1_259_T-1,0.0,0.0,0.1326,4.4246,52.81986802578697,4.704608658549524
247,ZAM_Tjunction-1_259_T-1,0.0,0.0,0.1326,4.4246,52.81986802578697,4.704608658549524
248,ZAM_Tjunction-1_259_T-1,0.0,0.0,0.1326,4.4246,52.81986802578697,4.704608658549524
249,ZAM_Tjunction-1_259_T-1,0.0,0.0,0.1326,4.4246,52.81986802578697,4.704608658549524
250,ZAM_Tjunction-1_259_T-1,0.0,0.0,0.1326,4.4246,52.81986802578697,4.704608658549524
251,ZAM_Tjunction-1_259_T-1,0.0,0.0,0.1326,4.4246,52.81986802578697,4.704608658549524
252,ZAM_Tjunction-1_259_T-1,0.0,0.0,0.1326,4.4246,52.81986802578697,4.704608658549524
253,ZAM_Tjunction-1_259_T-1,0.0,0.0,0.1326,4.4246,52.81986802578697,4.704608658549524
254,ZAM_Tjunction-1_259_T-1,0.0,0.0,0.1326,4.4246,52.81986802578697,4.704608658549524
255,ZAM_Tjunction-1_259_T-1,0.0,0.0,0.1326,4.4246,52.81986802578697,4.704608658549524
256,ZAM_Tjunction-1_259_T-1,0.0,0.0,0.1326,4.4246,52.81986802578697,4.704608658549524
